Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
M11,Shubman Gill,KKR,DC,RH,Defending,Sheikh Zayed,BAT,9,,23,CAUGHT
M11,Nitish Rana,KKR,DC,LH,Defending,Sheikh Zayed,BAT,81,,108,CAUGHT
M11,Dinesh Karthik,KKR,DC,RH,Defending,Sheikh Zayed,WK,3,,7,CAUGHT
M11,Eoin Morgan,KKR,DC,LH,Defending,Sheikh Zayed,BAT,17,,33,CAUGHT
M11,Sunil Narine,KKR,DC,RH,Defending,Sheikh Zayed,ALL,64,,88,CAUGHT
M11,Pat Cummins,KKR,DC,RH,Defending,Sheikh Zayed,BALL,0,3,83,NO
M11,Varun Chakravarthy,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,5,147,
M11,Kamlesh Nagarkoti,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,0,14,
M11,Prasidh Krishna,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,0,2,
M11,Lockie Ferguson,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,1,29,
M11,A Rahane,DC,KKR,RH,Defending,Dubai,BAT,0,,10,LBW
M11,Shikhar Dhawan,DC,KKR,LH,Defending,Dubai,BAT,6,,11,BOLD
M11,Hetmeyer,DC,KKR,RH,Defending,Dubai,BAT,10,,16,CAUGHT
M11,Shreyas Iyer,DC,KKR,RH,Defending,Dubai,BAT,47,,56,CAUGHT
M11,Rishabh Pant,DC,KKR,LH,Defending,Dubai,WK,27,,43,CAUGHT
M11,Marcus Stoinis,DC,KKR,RH,Defending,Dubai,ALL,6,2,56,CAUGHT
M11,Ashwin,DC,KKR,RH,Defending,Dubai,BALL,14,0,14,NO
M11,Axar Patel,DC,KKR,LH,Defending,Dubai,ALL,9,0,23,BOLD
M11,Rabada,DC,KKR,RH,Defending,Dubai,BALL,9,2,72,CAUGHT
M11,Nortje,DC,KKR,LH,Defending,Dubai,BALL,0,2,54,NO
M11,T Deshpande,DC,KKR,RH,Defending,Dubai,BALL,1,0,11,CAUGHT
M11,KL Rahul,KXIP,SRH,RH,Chasing,Dubai,WK,27,,51,BOLD
M11,Mandeep Singh,KXIP,SRH,RH,Chasing,Dubai,BAT,17,,30,CAUGHT
M11,Chris Gayle,KXIP,SRH,LH,Chasing,Dubai,BAT,20,,28,CAUGHT
M11,Nicolas Pooran,KXIP,SRH,LH,Chasing,Dubai,WK,32,,46,NO
M11,Glenn Maxwell,KXIP,SRH,RH,Chasing,Dubai,ALL,12,,16,CAUGHT
M11,Deepak Hooda,KXIP,SRH,RH,Chasing,Dubai,BAT,0,,2,STUMPING
M11,Chris Jordan,KXIP,SRH,LH,Chasing,Dubai,ALL,7,3,106,CAUGHT
M11,Murugan Ashwin,KXIP,SRH,RH,Chasing,Dubai,BALL,4,1,41,RUNOUT
M11,Ravi Bishnoi,KXIP,SRH,RH,Chasing,Dubai,BALL,0,1,47,NO
M11,Mohammed Shami,KXIP,SRH,RH,Chasing,Dubai,BALL,,1,29,
M11,Arshdeep Singh,KXIP,SRH,LH,Chasing,Dubai,BALL,,3,81,
M12,Warner,SRH,KXIP,LH,Chasing,Dubai,BAT,35,,62,CAUGHT
M12,Bairstow,SRH,KXIP,RH,Chasing,Dubai,WK,19,,39,BOLD
M12,Manish Pandey,SRH,KXIP,RH,Chasing,Dubai,BAT,15,,15,CAUGHT
M12,Jason Holder,SRH,KXIP,RH,Chasing,Dubai,ALL,5,2,59,CAUGHT
M12,Vijay Shankar,SRH,KXIP,RH,Chasing,Dubai,ALL,26,,46,CAUGHT
M12,Abdul Samad,SRH,KXIP,LH,Chasing,Dubai,ALL,7,,12,CAUGHT
M12,Priyam Garg,SRH,KXIP,RH,Chasing,Dubai,BAT,3,,7,CAUGHT
M12,Rashid Khan,SRH,KXIP,RH,Chasing,Dubai,BALL,0,2,68,CAUGHT
M12,Sandeep Sharma,SRH,KXIP,LH,Chasing,Dubai,BALL,0,2,54,CAUGHT
M12,Natarajan,SRH,KXIP,LH,Chasing,Dubai,BALL,0,0,6,NO
M12,Khaleel Ahmed,SRH,KXIP,LH,Chasing,Dubai,BALL,0,0,12,RUNOUT
M11,Devdutt Padikkal,RCB,CSK,LH,Defending,Dubai,BAT,22,,30,CAUGHT
M11,Aaron Finch,RCB,CSK,RH,Defending,Dubai,BAT,15,,22,CAUGHT
M11,Virat Kohli,RCB,CSK,RH,Defending,Dubai,BAT,50,,65,CAUGHT
M11,AB de Villiers,RCB,CSK,RH,Defending,Dubai,WK,39,,47,CAUGHT
M11,Gurkeerat Singh,RCB,CSK,LH,Defending,Dubai,ALL,2,,6,NO
M11,W Sundar,RCB,CSK,LH,Defending,Dubai,ALL,5,,10,NO
M11,Chris Morris,RCB,CSK,RH,Defending,Dubai,ALL,2,1,29,BOLD
M11,Mohammed Siraj,RCB,CSK,RH,Defending,Dubai,BAT,,0,6,
M11,Navdeep Saini,RCB,CSK,RH,Defending,Dubai,BALL,,0,4,
M11,Moeen Ali,RCB,CSK,LH,Defending,Dubai,BALL,1,0,5,CAUGHT
M11,Y Chahal,RCB,CSK,RH,Defending,Dubai,BALL,,1,31,
M12,Rituraj Gaikwad,CSK,RCB,RH,Chasing,Dubai,BAT,65,,103,NO
M12,Du Plesis,CSK,RCB,RH,Chasing,Dubai,BAT,25,,51,CAUGHT
M12,Rayudu,CSK,RCB,RH,Chasing,Dubai,BAT,39,,50,BOLD
M12,MS Dhoni,CSK,RCB,RH,Chasing,Dubai,WK,19,,26,NO
M12,Sam Curran,CSK,RCB,LH,Chasing,Dubai,ALL,,3,79,
M12,Jadeja,CSK,RCB,LH,Chasing,Dubai,ALL,,0,4,
M12,Mitchell Santner,CSK,RCB,RH,Chasing,Dubai,BALL,,1,39,
M12,Deepak Chahar,CSK,RCB,RH,Chasing,Dubai,BALL,,2,54,
M12,Jagadeesan,CSK,RCB,LH,Chasing,Dubai,BAT,,,4,
M11,De Kock,MI,RR,LH,Defending,Sheikh Zayed,WK,6,,12,BOLD
M11,S.Yadav,MI,RR,RH,Defending,Sheikh Zayed,BAT,40,,50,CAUGHT
M11,Ishan Kishan,MI,RR,LH,Defending,Sheikh Zayed,WK,37,,47,CAUGHT
M11,Krunal Pandya,MI,RR,LH,Defending,Sheikh Zayed,ALL,3,0,5,NO
M11,Hardik Pandya,MI,RR,RH,Defending,Sheikh Zayed,ALL,60,,88,NO
M11,Kieron Pollard,MI,RR,RH,Defending,Sheikh Zayed,ALL,6,0,18,BOLD
M11,Pattinson,MI,RR,RH,Defending,Sheikh Zayed,BALL,,2,48,
M11,Rahul Chahar,MI,RR,RH,Defending,Sheikh Zayed,BALL,,0,-2,
M11,Boult,MI,RR,LH,Defending,Sheikh Zayed,BALL,,0,2,
M11,Bumrah,MI,RR,RH,Defending,Sheikh Zayed,BALL,,0,2,
M11,Saurabh Tiwary,MI,RR,LH,Defending,Sheikh Zayed,BAT,34,,44,CAUGHT
M12,Ben Stokes,RR,MI,LH,Chasing,Sheikh Zayed,ALL,107,,163,NO
M12,Robin Uthappa,RR,MI,RH,Chasing,Sheikh Zayed,BAT,13,,19,CAUGHT
M12,Steve Smith,RR,MI,RH,Chasing,Sheikh Zayed,BAT,11,,18,BOLD
M12,Sanju Samson,RR,MI,RH,Chasing,Sheikh Zayed,WK,54,,76,NO
M12,Jos Butler,RR,MI,RH,Chasing,Sheikh Zayed,WK,,,4,
M12,Riyag Parag,RR,MI,RH,Chasing,Sheikh Zayed,ALL,,,4,
M12,Rahul Tewatia,RR,MI,LH,Chasing,Sheikh Zayed,ALL,,0,4,
M12,Jofra Archer,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,2,62,
M12,Shreyas Gopal,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,2,54,
M12,Ankit Rajpoot,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,0,-2,
M12,K Tyagi,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,1,23,
M12,Rahul Tripathi,KKR,KXIP,RH,Defending,Sharjah,BAT,7,,13,CAUGHT
M12,Shubman Gill,KKR,KXIP,RH,Defending,Sharjah,BAT,57,,80,CAUGHT
M12,Nitish Rana,KKR,KXIP,LH,Defending,Sharjah,BAT,0,,2,CAUGHT
M12,Dinesh Karthik,KKR,KXIP,RH,Defending,Sharjah,WK,0,,2,CAUGHT
M12,Eoin Morgan,KKR,KXIP,LH,Defending,Sharjah,BAT,40,,53,CAUGHT
M12,Sunil Narine,KKR,KXIP,RH,Defending,Sharjah,ALL,6,0,11,BOLD
M12,Pat Cummins,KKR,KXIP,RH,Defending,Sharjah,BALL,1,0,5,LBW
M12,Varun Chakravarthy,KKR,KXIP,RH,Defending,Sharjah,BALL,2,1,31,BOLD
M12,Kamlesh Nagarkoti,KKR,KXIP,RH,Defending,Sharjah,BALL,6,0,10,BOLD
M12,Prasidh Krishna,KKR,KXIP,RH,Defending,Sharjah,BALL,0,0,12,NO
M12,Lockie Ferguson,KKR,KXIP,RH,Defending,Sharjah,BALL,24,1,58,NO
M12,KL Rahul,KXIP,KKR,RH,Chasing,Sharjah,WK,28,,52,LBW
M12,Mandeep Singh,KXIP,KKR,RH,Chasing,Sharjah,BAT,66,,90,NO
M12,Chris Gayle,KXIP,KKR,LH,Chasing,Sharjah,BAT,51,,83,CAUGHT
M12,Nicolas Pooran,KXIP,KKR,LH,Chasing,Sharjah,WK,2,,14,NO
M12,Glenn Maxwell,KXIP,KKR,RH,Chasing,Sharjah,ALL,,1,25,
M12,Deepak Hooda,KXIP,KKR,RH,Chasing,Sharjah,BAT,,,4,
M12,Chris Jordan,KXIP,KKR,LH,Chasing,Sharjah,ALL,,2,54,
M12,Murugan Ashwin,KXIP,KKR,RH,Chasing,Sharjah,BALL,,1,37,
M12,Ravi Bishnoi,KXIP,KKR,RH,Chasing,Sharjah,BALL,,2,64,
M12,Mohammed Shami,KXIP,KKR,RH,Chasing,Sharjah,BALL,,3,79,
M12,Arshdeep Singh,KXIP,KKR,LH,Chasing,Sharjah,BALL,,0,2,
M12,Warner,SRH,DC,LH,Defending,Dubai,BAT,66,0,106,CAUGHT
M12,W Saha,SRH,DC,RH,Defending,Dubai,WK,87,,115,CAUGHT
M12,Manish Pandey,SRH,DC,RH,Defending,Dubai,BAT,44,,54,NO
M12,Kane Williamson,SRH,DC,RH,Defending,Dubai,BAT,11,,24,NO
M12,Jason Holder,SRH,DC,RH,Defending,Dubai,ALL,,1,23,
M12,Vijay Shankar,SRH,DC,RH,Defending,Dubai,ALL,,1,29,
M12,Abdul Samad,SRH,DC,LH,Defending,Dubai,ALL,,,12,
M12,Shahbaz Nadeem,SRH,DC,RH,Defending,Dubai,BAT,,1,29,
M12,Rashid Khan,SRH,DC,RH,Defending,Dubai,BALL,,3,85,
M12,Sandeep Sharma,SRH,DC,LH,Defending,Dubai,BALL,,2,54,
M12,Natarajan,SRH,DC,LH,Defending,Dubai,BALL,,2,54,
M12,A Rahane,DC,KKR,RH,Defending,Dubai,BAT,26,,35,LBW
M12,Shikhar Dhawan,DC,KKR,LH,Defending,Dubai,BAT,0,,2,CAUGHT
M12,Hetmeyer,DC,KKR,LH,Defending,Dubai,BAT,16,,23,BOLD
M12,Shreyas Iyer,DC,KKR,RH,Defending,Dubai,BAT,7,,15,CAUGHT
M12,Rishabh Pant,DC,KKR,LH,Defending,Dubai,WK,36,,45,CAUGHT
M12,Marcus Stoinis,DC,KKR,RH,Defending,Dubai,ALL,5,0,10,CAUGHT
M12,Ashwin,DC,KKR,RH,Defending,Dubai,BALL,7,1,31,CAUGHT
M12,Axar Patel,DC,KKR,LH,Defending,Dubai,ALL,1,0,11,CAUGHT
M12,Rabada,DC,KKR,RH,Defending,Dubai,BALL,3,0,1,BOLD
M12,Nortje,DC,KKR,LH,Defending,Dubai,BALL,1,1,28,CAUGHT
M12,T Deshpande,DC,KKR,RH,Defending,Dubai,BALL,20,0,22,NO
M12,Devdutt Padikkal,RCB,MI,LH,Defending,Sheikh Zayed,BAT,74,,108,CAUGHT
M12,Josh Phillipe,RCB,MI,RH,Defending,Sheikh Zayed,WK,33,,43,STUMPING
M12,Virat Kohli,RCB,MI,RH,Defending,Sheikh Zayed,BAT,9,,11,CAUGHT
M12,AB de Villiers,RCB,MI,RH,Defending,Sheikh Zayed,WK,15,,22,CAUGHT
M12,Gurkeerat Singh,RCB,MI,LH,Defending,Sheikh Zayed,ALL,14,,28,NO
M12,W Sundar,RCB,MI,LH,Defending,Sheikh Zayed,ALL,10,,17,NO
M12,Chris Morris,RCB,MI,RH,Defending,Sheikh Zayed,ALL,4,1,48,CAUGHT
M12,Mohammed Siraj,RCB,MI,RH,Defending,Sheikh Zayed,BAT,,2,62,
M12,Shivam Dube,RCB,MI,RH,Defending,Sheikh Zayed,BALL,2,0,6,CAUGHT
M12,Dale Steyn,RCB,MI,LH,Defending,Sheikh Zayed,BALL,,0,0,
M12,Y Chahal,RCB,MI,RH,Defending,Sheikh Zayed,BALL,,2,52,
M12,De Kock,MI,RCB,LH,Defending,Sheikh Zayed,WK,18,,36,CAUGHT
M12,S.Yadav,MI,RCB,RH,Defending,Sheikh Zayed,BAT,79,,115,NO
M12,Ishan Kishan,MI,RCB,LH,Defending,Sheikh Zayed,WK,25,,34,CAUGHT
M12,Krunal Pandya,MI,RCB,LH,Defending,Sheikh Zayed,ALL,10,0,15,CAUGHT
M12,Hardik Pandya,MI,RCB,RH,Defending,Sheikh Zayed,ALL,17,,25,CAUGHT
M12,Kieron Pollard,MI,RCB,RH,Defending,Sheikh Zayed,ALL,4,1,34,NO
M12,Pattinson,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,0,6,
M12,Rahul Chahar,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,1,33,
M12,Boult,MI,RCB,LH,Defending,Sheikh Zayed,BALL,,1,35,
M12,Bumrah,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,3,93,
M12,Saurabh Tiwary,MI,RCB,LH,Defending,Sheikh Zayed,BAT,5,,17,CAUGHT
M13,Rahul Tripathi,KKR,CSK,RH,Defending,Dubai,BAT,3,,7,NO
M13,Shubman Gill,KKR,CSK,RH,Defending,Dubai,BAT,26,,34,BOLD
M13,Nitish Rana,KKR,CSK,LH,Defending,Dubai,BAT,87,0,117,CAUGHT
M13,Dinesh Karthik,KKR,CSK,RH,Defending,Dubai,WK,21,,28,NO
M13,Eoin Morgan,KKR,CSK,LH,Defending,Dubai,BAT,15,,21,CAUGHT
M13,Sunil Narine,KKR,CSK,RH,Defending,Dubai,ALL,7,0,23,CAUGHT
M13,Pat Cummins,KKR,CSK,RH,Defending,Dubai,BALL,,2,54,
M13,Varun Chakravarthy,KKR,CSK,RH,Defending,Dubai,BALL,,2,56,
M13,Kamlesh Nagarkoti,KKR,CSK,RH,Defending,Dubai,BALL,,0,-2,
M13,Rinku Singh,KKR,CSK,RH,Defending,Dubai,BAT,11,,24,CAUGHT
M13,Lockie Ferguson,KKR,CSK,RH,Defending,Dubai,BALL,,0,-2,
M13,Rituraj Gaikwad,CSK,KKR,RH,Chasing,Dubai,BAT,72,,102,BOLD
M13,Watson,CSK,KKR,RH,Chasing,Dubai,BAT,14,,21,CAUGHT
M13,Rayudu,CSK,KKR,RH,Chasing,Dubai,BAT,38,,57,CAUGHT
M13,MS Dhoni,CSK,KKR,RH,Chasing,Dubai,WK,1,,5,BOLD
M13,Sam Curran,CSK,KKR,LH,Chasing,Dubai,ALL,14,0,26,NO
M13,Jadeja,CSK,KKR,LH,Chasing,Dubai,ALL,31,1,76,NO
M13,Mitchell Santner,CSK,KKR,RH,Chasing,Dubai,BALL,,1,27,
M13,Deepak Chahar,CSK,KKR,RH,Chasing,Dubai,BALL,,0,0,
M13,Karn Sharma,CSK,KKR,RH,Chasing,Dubai,BALL,,1,29,
M13,Ngidi,CSK,KKR,RH,Chasing,Dubai,BALL,,2,54,
M13,Jagadeesan,CSK,KKR,LH,Chasing,Dubai,BAT,,,4,
M13,KL Rahul,KXIP,RR,RH,Defending,Sheikh Zayed,WK,46,,57,CAUGHT
M13,Mandeep Singh,KXIP,RR,RH,Defending,Sheikh Zayed,BAT,0,,2,CAUGHT
M13,Chris Gayle,KXIP,RR,LH,Defending,Sheikh Zayed,BAT,99,,133,BOLD
M13,Nicolas Pooran,KXIP,RR,LH,Defending,Sheikh Zayed,WK,22,,40,CAUGHT
M13,Glenn Maxwell,KXIP,RR,RH,Defending,Sheikh Zayed,ALL,6,,11,NO
M13,Deepak Hooda,KXIP,RR,RH,Defending,Sheikh Zayed,BAT,1,,13,NO
M13,Chris Jordan,KXIP,RR,LH,Defending,Sheikh Zayed,ALL,,1,23,
M13,Murugan Ashwin,KXIP,RR,RH,Defending,Sheikh Zayed,BALL,,1,25,
M13,Ravi Bishnoi,KXIP,RR,RH,Defending,Sheikh Zayed,BALL,,0,4,
M13,Mohammed Shami,KXIP,RR,RH,Defending,Sheikh Zayed,BALL,,0,-2,
M13,Arshdeep Singh,KXIP,RR,LH,Defending,Sheikh Zayed,BALL,,0,-2,
M13,Ben Stokes,RR,KXIP,LH,Chasing,Sheikh Zayed,ALL,50,2,132,CAUGHT
M13,Robin Uthappa,RR,KXIP,RH,Chasing,Sheikh Zayed,BAT,30,,39,CAUGHT
M13,Steve Smith,RR,KXIP,RH,Chasing,Sheikh Zayed,BAT,31,,40,NO
M13,Sanju Samson,RR,KXIP,RH,Chasing,Sheikh Zayed,WK,48,,62,RUNOUT
M13,Jos Butler,RR,KXIP,RH,Chasing,Sheikh Zayed,WK,22,,31,NO
M13,Riyag Parag,RR,KXIP,RH,Chasing,Sheikh Zayed,ALL,,,4,
M13,Rahul Tewatia,RR,KXIP,LH,Chasing,Sheikh Zayed,ALL,,0,20,
M13,Jofra Archer,RR,KXIP,RH,Chasing,Sheikh Zayed,BALL,,2,54,
M13,Shreyas Gopal,RR,KXIP,RH,Chasing,Sheikh Zayed,BALL,,0,4,
M13,K Tyagi,RR,KXIP,RH,Chasing,Sheikh Zayed,BALL,,0,-2,
M13,P.Shaw,DC,MI,RH,Defending,Dubai,BAT,10,,16,CAUGHT
M13,Shikhar Dhawan,DC,MI,LH,Defending,Dubai,BAT,0,,2,CAUGHT
M13,Hetmeyer,DC,MI,LH,Defending,Dubai,BAT,11,,16,CAUGHT
M13,Shreyas Iyer,DC,MI,RH,Defending,Dubai,BAT,25,,32,STUMPING
M13,Rishabh Pant,DC,MI,LH,Defending,Dubai,WK,21,,27,LBW
M13,Marcus Stoinis,DC,MI,RH,Defending,Dubai,ALL,2,0,6,CAUGHT
M13,Ashwin,DC,MI,RH,Defending,Dubai,BALL,12,0,22,CAUGHT
M13,H Patel,DC,MI,RH,Defending,Dubai,BALL,5,0,10,LBW
M13,Rabada,DC,MI,RH,Defending,Dubai,BALL,12,0,16,RUNOUT
M13,Nortje,DC,MI,LH,Defending,Dubai,BALL,,1,25,
M13,De Kock,MI,DC,LH,Defending,Dubai,WK,26,,60,BOLD
M13,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,12,,25,NO
M13,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,72,,98,NO
M13,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,,0,24,
M13,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,,,4,
M13,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,,1,29,
M13,Rahul Chahar,MI,DC,RH,Defending,Dubai,BALL,,1,31,
M13,Boult,MI,DC,LH,Defending,Dubai,BALL,,3,81,
M13,Bumrah,MI,DC,RH,Defending,Dubai,BALL,,3,95,
M13,Saurabh Tiwary,MI,DC,LH,Defending,Dubai,BAT,,,4,
M13,Devdutt Padikkal,RCB,SRH,LH,Defending,Sheikh Zayed,BAT,5,,10,BOLD
M13,Josh Phillipe,RCB,SRH,RH,Defending,Sheikh Zayed,WK,32,,40,CAUGHT
M13,Virat Kohli,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,7,,19,CAUGHT
M13,AB de Villiers,RCB,SRH,RH,Defending,Sheikh Zayed,WK,24,,43,CAUGHT
M13,Gurkeerat Singh,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,15,,26,NO
M13,W Sundar,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,21,1,52,CAUGHT
M13,Chris Morris,RCB,SRH,RH,Defending,Sheikh Zayed,ALL,3,0,13,CAUGHT
M13,Mohammed Siraj,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,2,0,6,NO
M13,Navdeep Saini,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,1,23,
M13,Isuru Udana,RCB,SRH,LH,Defending,Sheikh Zayed,BALL,0,1,37,CAUGHT
M13,Y Chahal,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,2,56,
M13,Warner,SRH,RCB,LH,Chasing,Sheikh Zayed,BAT,8,,22,CAUGHT
M13,W Saha,SRH,RCB,RH,Chasing,Sheikh Zayed,WK,39,,49,STUMPING
M13,Manish Pandey,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,26,,43,CAUGHT
M13,Kane Williamson,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,8,,24,CAUGHT
M13,Jason Holder,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,26,2,87,NO
M13,Abhishek Sharma,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,,,22,CAUGHT
M13,Abdul Samad,SRH,RCB,LH,Chasing,Sheikh Zayed,ALL,,,4,
M13,Shahbaz Nadeem,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,,1,29,
M13,Rashid Khan,SRH,RCB,RH,Chasing,Sheikh Zayed,BALL,,1,31,
M13,Sandeep Sharma,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,2,56,
M13,Natarajan,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,1,43,
M14,KL Rahul,KXIP,CSK,RH,Defending,Sheikh Zayed,WK,29,,46,BOLD
M14,Mandeep Singh,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,14,,19,BOLD
M14,Chris Gayle,KXIP,CSK,LH,Defending,Sheikh Zayed,BAT,12,0,14,LBW
M14,Nicolas Pooran,KXIP,CSK,LH,Defending,Sheikh Zayed,WK,2,,6,CAUGHT
M14,James Neesham,KXIP,CSK,LH,Defending,Sheikh Zayed,ALL,2,0,6,CAUGHT
M14,Deepak Hooda,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,62,,85,NO
M14,Chris Jordan,KXIP,CSK,LH,Defending,Sheikh Zayed,ALL,4,1,29,NO
M14,Murugan Ashwin,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,,0,8,
M14,Ravi Bishnoi,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,,0,2,
M14,Mohammed Shami,KXIP,CSK,RH,Defending,Sheikh Zayed,BALL,,0,4,
M14,Mayank Agarwal,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,26,,35,
M14,Rituraj Gaikwad,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,62,,90,NO
M14,Du Plesis,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,48,,60,CAUGHT
M14,Rayudu,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,30,,36,NO
M14,MS Dhoni,CSK,KXIP,RH,Chasing,Sheikh Zayed,WK,,,12,
M14,Sam Curran,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,,0,4,
M14,Jadeja,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,,1,31,
M14,Deepak Chahar,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,0,2,
M14,S Thakur,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,1,29,
M14,Ngidi,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,3,77,
M14,Jagadeesan,CSK,KXIP,LH,Chasing,Sheikh Zayed,BAT,,,4,
M14,Ben Stokes,RR,KKR,LH,Chasing,Dubai,ALL,18,0,28,CAUGHT
M14,Robin Uthappa,RR,KKR,RH,Chasing,Dubai,BAT,6,,20,CAUGHT
M14,Steve Smith,RR,KKR,RH,Chasing,Dubai,BAT,4,,17,BOLD
M14,Sanju Samson,RR,KKR,RH,Chasing,Dubai,WK,1,,21,CAUGHT
M14,Jos Butler,RR,KKR,RH,Chasing,Dubai,WK,35,,53,CAUGHT
M14,Riyag Parag,RR,KKR,RH,Chasing,Dubai,ALL,0,,2,CAUGHT
M14,Rahul Tewatia,RR,KKR,LH,Chasing,Dubai,ALL,31,3,114,CAUGHT
M14,Jofra Archer,RR,KKR,RH,Chasing,Dubai,BALL,6,1,39,CAUGHT
M14,Shreyas Gopal,RR,KKR,RH,Chasing,Dubai,BALL,23,1,48,NO
M14,K Tyagi,RR,KKR,RH,Chasing,Dubai,BALL,2,2,54,CAUGHT
M14,Rahul Tripathi,KKR,RR,RH,Defending,Dubai,BAT,39,,51,CAUGHT
M14,Shubman Gill,KKR,RR,RH,Defending,Dubai,BAT,36,,46,CAUGHT
M14,Nitish Rana,KKR,RR,LH,Defending,Dubai,BAT,0,,2,CAUGHT
M14,Dinesh Karthik,KKR,RR,RH,Defending,Dubai,WK,0,,34,CAUGHT
M14,Eoin Morgan,KKR,RR,LH,Defending,Dubai,BAT,68,,97,NO
M14,Sunil Narine,KKR,RR,RH,Defending,Dubai,ALL,0,0,0,CAUGHT
M14,Pat Cummins,KKR,RR,RH,Defending,Dubai,BALL,15,4,137,CAUGHT
M14,Varun Chakravarthy,KKR,RR,RH,Defending,Dubai,BALL,,2,56,
M14,Kamlesh Nagarkoti,KKR,RR,RH,Defending,Dubai,BALL,1,1,40,NO
M14,Shivam Mavi,KKR,RR,RH,Defending,Dubai,BALL,,2,84,
M14,Andre Russell,KKR,RR,RH,Defending,Dubai,ALL,25,,36,CAUGHT
M14,Devdutt Padikkal,RCB,DC,LH,Defending,Sheikh Zayed,BAT,50,,67,BOLD
M14,Josh Phillipe,RCB,DC,RH,Defending,Sheikh Zayed,WK,12,,17,CAUGHT
M14,Virat Kohli,RCB,DC,RH,Defending,Sheikh Zayed,BAT,29,,37,CAUGHT
M14,AB de Villiers,RCB,DC,RH,Defending,Sheikh Zayed,WK,35,,44,RUNOUT
M14,Shivam Dube,RCB,DC,LH,Defending,Sheikh Zayed,ALL,17,,41,CAUGHT
M14,W Sundar,RCB,DC,LH,Defending,Sheikh Zayed,ALL,0,1,31,NO
M14,Chris Morris,RCB,DC,RH,Defending,Sheikh Zayed,ALL,0,0,0,CAUGHT
M14,Mohammed Siraj,RCB,DC,RH,Defending,Sheikh Zayed,BAT,,1,35,
M14,Shahbaz Ahmed,RCB,DC,LH,Defending,Sheikh Zayed,ALL,1,2,55,NO
M14,Isuru Udana,RCB,DC,LH,Defending,Sheikh Zayed,BALL,4,0,3,CAUGHT
M14,Y Chahal,RCB,DC,RH,Defending,Sheikh Zayed,BALL,,0,4,
M14,P.Shaw,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,9,,23,BOLD
M14,Shikhar Dhawan,DC,RCB,LH,Chasing,Sheikh Zayed,BAT,54,,72,CAUGHT
M14,Axar Patel,DC,RCB,LH,Chasing,Sheikh Zayed,ALL,,0,4,
M14,Shreyas Iyer,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,7,,19,CAUGHT
M14,Rishabh Pant,DC,RCB,LH,Chasing,Sheikh Zayed,WK,8,,27,NO
M14,Marcus Stoinis,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,10,,24,NO
M14,Ashwin,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,,1,33,
M14,Daniel Sams,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,,0,2,
