Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
M1,MS Dhoni,CSK,MI,RH,Chasing,Sheikh Zayed,WK,0,,20,NO
M1,Watson,CSK,MI,RH,Chasing,Sheikh Zayed,BAT,4,,17,LBW
M1,Rayudu,CSK,MI,RH,Chasing,Sheikh Zayed,BAT,71,,95,CAUGHT
M1,Du Plesis,CSK,MI,RH,Chasing,Sheikh Zayed,BAT,58,,100,NO
M1,Vijay,CSK,MI,RH,Chasing,Sheikh Zayed,BAT,1,,5,LBW
M1,Jadeja,CSK,MI,LH,Chasing,Sheikh Zayed,ALL,10,2,62,LBW
M1,Sam Curran,CSK,MI,LH,Chasing,Sheikh Zayed,ALL,18,1,68,CAUGHT
M1,Piyush Chawla,CSK,MI,LH,Chasing,Sheikh Zayed,BALL,,1,31,
M1,Deepak Chahar,CSK,MI,RH,Chasing,Sheikh Zayed,BALL,,2,54,
M1,Ngidi,CSK,MI,RH,Chasing,Sheikh Zayed,BALL,,3,77,
M1,Jadhav,CSK,MI,RH,Chasing,Sheikh Zayed,BAT,,,4,
M1,Rohit Sharma,MI,CSK,RH,Defending,Sheikh Zayed,BAT,12,,18,CAUGHT
M1,De Kock,MI,CSK,LH,Defending,Sheikh Zayed,WK,33,,42,CAUGHT
M1,S.Yadav,MI,CSK,RH,Defending,Sheikh Zayed,BAT,17,,23,CAUGHT
M1,Saurabh Tiwary,MI,CSK,LH,Defending,Sheikh Zayed,BAT,42,,51,CAUGHT
M1,Hardik Pandya,MI,CSK,RH,Defending,Sheikh Zayed,ALL,14,,22,CAUGHT
M1,Kieron Pollard,MI,CSK,RH,Defending,Sheikh Zayed,ALL,18,,25,CAUGHT
M1,Krunal Pandya,MI,CSK,LH,Defending,Sheikh Zayed,ALL,3,1,30,CAUGHT
M1,Pattinson,MI,CSK,RH,Defending,Sheikh Zayed,BALL,11,1,50,CAUGHT
M1,Rahul Chahar,MI,CSK,RH,Defending,Sheikh Zayed,BALL,2,1,37,NO
M1,Boult,MI,CSK,LH,Defending,Sheikh Zayed,BALL,0,1,29,BOLD
M1,Bumrah,MI,CSK,RH,Defending,Sheikh Zayed,BALL,5,1,30,NO
M1,P.Shaw,DC,KXIP,RH,Defending,Dubai,BAT,5,,26,CAUGHT
M1,Shikhar Dhawan,DC,KXIP,LH,Defending,Dubai,BAT,0,,2,RUNOUT
M1,Hetmeyer,DC,KXIP,LH,Defending,Dubai,BAT,7,,16,CAUGHT
M1,Shreyas Iyer,DC,KXIP,RH,Defending,Dubai,BAT,39,,57,CAUGHT
M1,Rishabh Pant,DC,KXIP,LH,Defending,Dubai,WK,31,,47,BOLD
M1,Marcus Stoinis,DC,KXIP,RH,Defending,Dubai,ALL,53,2,126,RUNOUT
M1,Axar Patel,DC,KXIP,LH,Defending,Dubai,ALL,6,1,41,CAUGHT
M1,Ashwin,DC,KXIP,RH,Defending,Dubai,BALL,4,2,58,CAUGHT
M1,Rabada,DC,KXIP,LH,Defending,Dubai,BALL,0,2,62,NO
M1,Nortje,DC,KXIP,RH,Defending,Dubai,BALL,3,0,7,NO
M1,Mohit Sharma,DC,KXIP,RH,Defending,Dubai,BALL,,1,23,
M1,KL Rahul,KXIP,DC,RH,Chasing,Dubai,WK,21,,49,BOLD
M1,Mayank Agarwal,KXIP,DC,RH,Chasing,Dubai,BAT,89,,124,CAUGHT
M1,Karun Nair,KXIP,DC,RH,Chasing,Dubai,BAT,1,,5,CAUGHT
M1,Nicolas Pooran,KXIP,DC,LH,Chasing,Dubai,WK,0,,8,BOLD
M1,Glenn Maxwell,KXIP,DC,RH,Chasing,Dubai,ALL,1,,5,CAUGHT
M1,Sarfaraz Khan,KXIP,DC,RH,Chasing,Dubai,BAT,12,,18,CAUGHT
M1,Gowtham,KXIP,DC,RH,Chasing,Dubai,ALL,20,0,31,CAUGHT
M1,Chris Jordan,KXIP,DC,RH,Chasing,Dubai,BALL,5,0,19,CAUGHT
M1,Mohammed Shami,KXIP,DC,RH,Chasing,Dubai,BALL,0,3,93,
M1,Sheldon Cottrell,KXIP,DC,LH,Chasing,Dubai,BALL,,2,56,
M1,Ravi Bishnoi,KXIP,DC,RH,Chasing,Dubai,BALL,,1,31,
M1,Aaron Finch,RCB,SRH,RH,Defending,Dubai,BAT,29,,38,LBW
M1,Devdutt Padikkal,RCB,SRH,LH,Defending,Dubai,BAT,56,,76,BOLD
M1,Virat Kohli,RCB,SRH,RH,Defending,Dubai,BAT,14,,34,CAUGHT
M1,AB de Villiers,RCB,SRH,RH,Defending,Dubai,BAT,51,,71,RUNOUT
M1,Josh Phillipe,RCB,SRH,RH,Defending,Dubai,WK,1,,11,NO
M1,Shivam Dube,RCB,SRH,LH,Defending,Dubai,ALL,7,2,63,RUNOUT
M1,Umesh Yadav,RCB,SRH,RH,Defending,Dubai,BALL,,0,16,
M1,W Sundar,RCB,SRH,LH,Defending,Dubai,ALL,,0,4,
M1,Navdeep Saini,RCB,SRH,RH,Defending,Dubai,BALL,,2,62,
M1,Dale Steyn,RCB,SRH,RH,Defending,Dubai,BALL,,1,27,
M1,Y Chahal,RCB,SRH,RH,Defending,Dubai,BALL,,3,83,
M1,Warner,SRH,RCB,LH,Chasing,Dubai,BAT,6,,11,RUNOUT
M1,Bairstow,SRH,RCB,RH,Chasing,Dubai,WK,61,,101,BOLD
M1,Manish Pandey,SRH,RCB,RH,Chasing,Dubai,BAT,34,,49,CAUGHT
M1,Vijay Shankar,SRH,RCB,RH,Chasing,Dubai,ALL,0,1,27,BOLD
M1,Mitchell Marsh,SRH,RCB,RH,Chasing,Dubai,ALL,0,0,2,CAUGHT
M1,Priyam Garg,SRH,RCB,RH,Chasing,Dubai,BAT,12,,17,BOLD
M1,Abhishek Sharma,SRH,RCB,LH,Chasing,Dubai,BAT,7,1,37,RUNOUT
M1,Rashid Khan,SRH,RCB,RH,Chasing,Dubai,BALL,6,0,19,BOLD
M1,Bhuvaneshwar Kumar,SRH,RCB,RH,Chasing,Dubai,BALL,0,0,4,BOLD
M1,Sandeep Sharma,SRH,RCB,RH,Chasing,Dubai,BALL,9,0,12,CAUGHT
M1,Natarajan,SRH,RCB,LH,Chasing,Dubai,BALL,3,1,32,NO
M1,Yashasvi Jaiswal,RR,CSK,LH,Defending,Sharjah,BAT,6,,11,CAUGHT
M1,Steve Smith,RR,CSK,RH,Defending,Sharjah,BAT,69,,93,CAUGHT
M1,Sanju Samson,RR,CSK,RH,Defending,Sharjah,WK,74,,145,CAUGHT
M1,David Miller,RR,CSK,LH,Defending,Sharjah,BAT,0,,2,RUNOUT
M1,Robin Uthappa,RR,CSK,RH,Defending,Sharjah,BAT,5,,9,CAUGHT
M1,Rahul Tewatia,RR,CSK,LH,Defending,Sharjah,ALL,10,3,88,LBW
M1,Riyag Parag,RR,CSK,RH,Defending,Sharjah,ALL,6,,11,CAUGHT
M1,Tom Curran,RR,CSK,RH,Defending,Sharjah,BALL,10,1,42,NO
M1,Jofra Archer,RR,CSK,RH,Defending,Sharjah,BALL,27,1,64,NO
M1,Shreyas Gopal,RR,CSK,RH,Defending,Sharjah,BALL,,1,27,
M1,Jaydev Unadkat,RR,CSK,LH,Defending,Sharjah,BALL,,0,0,
M2,MS Dhoni,CSK,RR,RH,Chasing,Sharjah,WK,29,,47,NO
M2,Watson,CSK,RR,RH,Chasing,Sharjah,BAT,33,,46,LBW
M2,Rituraj Gaikwad,CSK,RR,RH,Chasing,Sharjah,BAT,0,,8,STUMPING
M2,Du Plesis,CSK,RR,RH,Chasing,Sharjah,BAT,72,,107,CAUGHT
M2,Vijay,CSK,RR,RH,Chasing,Sharjah,BAT,21,,28,CAUGHT
M2,Jadeja,CSK,RR,LH,Chasing,Sharjah,ALL,1,0,3,NO
M2,Sam Curran,CSK,RR,LH,Chasing,Sharjah,ALL,17,3,101,STUMPING
M2,Piyush Chawla,CSK,RR,LH,Chasing,Sharjah,BALL,,1,23,
M2,Deepak Chahar,CSK,RR,RH,Chasing,Sharjah,BALL,,1,45,
M2,Ngidi,CSK,RR,RH,Chasing,Sharjah,BALL,,1,23,
M2,Jadhav,CSK,RR,RH,Chasing,Sharjah,BAT,22,,43,CAUGHT
M2,Rohit Sharma,MI,KKR,RH,Defending,Sheikh Zayed,BAT,80,,107,CAUGHT
M2,De Kock,MI,KKR,LH,Defending,Sheikh Zayed,WK,1,,33,CAUGHT
M2,S.Yadav,MI,KKR,RH,Defending,Sheikh Zayed,BAT,47,,59,RUNOUT
M2,Saurabh Tiwary,MI,KKR,LH,Defending,Sheikh Zayed,BAT,21,,28,CAUGHT
M2,Hardik Pandya,MI,KKR,RH,Defending,Sheikh Zayed,ALL,18,,50,HITWICKET
M2,Kieron Pollard,MI,KKR,RH,Defending,Sheikh Zayed,ALL,13,1,51,NO
M2,Krunal Pandya,MI,KKR,LH,Defending,Sheikh Zayed,ALL,1,,5,NO
M2,Pattinson,MI,KKR,RH,Defending,Sheikh Zayed,BALL,,2,54,
M2,Rahul Chahar,MI,KKR,RH,Defending,Sheikh Zayed,BALL,,2,54,
M2,Boult,MI,KKR,LH,Defending,Sheikh Zayed,BALL,,2,62,
M2,Bumrah,MI,KKR,RH,Defending,Sheikh Zayed,BALL,,2,54,
M1,Sunil Narine,KKR,MI,LH,Chasing,Sheikh Zayed,ALL,7,1,48,CAUGHT
M1,Shubman Gill,KKR,MI,RH,Chasing,Sheikh Zayed,BAT,9,,10,CAUGHT
M1,Nitish Rana,KKR,MI,LH,Chasing,Sheikh Zayed,ALL,24,,32,CAUGHT
M1,Eoin Morgan,KKR,MI,LH,Chasing,Sheikh Zayed,BAT,16,,29,CAUGHT
M1,Dinesh Karthik,KKR,MI,RH,Chasing,Sheikh Zayed,WK,30,,39,LBW
M1,Andre Russell,KKR,MI,RH,Chasing,Sheikh Zayed,ALL,11,1,42,BOLD
M1,Nikhil Naik,KKR,MI,RH,Chasing,Sheikh Zayed,BAT,1,,13,CAUGHT
M1,Pat Cummins,KKR,MI,RH,Chasing,Sheikh Zayed,BALL,33,,56,CAUGHT
M1,Kuldeep Yadav,KKR,MI,LH,Chasing,Sheikh Zayed,BALL,1,,3,NO
M1,Sandeep Warrier,KKR,MI,RH,Chasing,Sheikh Zayed,BALL,,,-2,
M1,Shivam Mavi,KKR,MI,RH,Chasing,Sheikh Zayed,BALL,9,2,72,STUMPING
M2,KL Rahul,KXIP,RCB,RH,Defending,Dubai,WK,132,,180,NO
M2,Mayank Agarwal,KXIP,RCB,RH,Defending,Dubai,BAT,26,,42,BOLD
M2,Nicolas Pooran,KXIP,RCB,LH,Defending,Dubai,WK,17,,22,CAUGHT
M2,Glenn Maxwell,KXIP,RCB,RH,Defending,Dubai,ALL,5,1,36,CAUGHT
M2,Karun Nair,KXIP,RCB,RH,Defending,Dubai,BAT,15,,21,NO
M2,Sarfaraz Khan,KXIP,RCB,RH,Defending,Dubai,BAT,,,12,
M2,James Neesham,KXIP,RCB,LH,Defending,Dubai,ALL,,,4,
M2,Murugan Ashwin,KXIP,RCB,RH,Defending,Dubai,BALL,,3,79,
M2,Mohammed Shami,KXIP,RCB,RH,Defending,Dubai,BALL,,1,33,
M2,Sheldon Cottrell,KXIP,RCB,LH,Defending,Dubai,BALL,,2,56,
M2,Ravi Bishnoi,KXIP,RCB,RH,Defending,Dubai,BALL,,3,95,
M2,Aaron Finch,RCB,KXIP,RH,Chasing,Dubai,BAT,20,,35,BOLD
M2,Devdutt Padikkal,RCB,KXIP,LH,Chasing,Dubai,BAT,1,,5,CAUGHT
M2,Virat Kohli,RCB,KXIP,RH,Chasing,Dubai,BAT,1,,5,CAUGHT
M2,AB de Villiers,RCB,KXIP,RH,Chasing,Dubai,BAT,28,,46,CAUGHT
M2,Josh Phillipe,RCB,KXIP,RH,Chasing,Dubai,WK,0,,2,LBW
M2,Shivam Dube,RCB,KXIP,LH,Chasing,Dubai,ALL,12,2,64,BOLD
M2,Umesh Yadav,RCB,KXIP,RH,Chasing,Dubai,BALL,0,0,-2,BOLD
M2,W Sundar,RCB,KXIP,LH,Chasing,Dubai,ALL,30,0,38,CAUGHT
M2,Navdeep Saini,RCB,KXIP,RH,Chasing,Dubai,BALL,6,0,9,BOLD
M2,Dale Steyn,RCB,KXIP,RH,Chasing,Dubai,BALL,1,0,-1,NO
M2,Y Chahal,RCB,KXIP,RH,Chasing,Dubai,BALL,1,1,30,LBW
M3,MS Dhoni,CSK,DC,RH,Chasing,Sharjah,WK,15,,41,CAUGHT
M3,Watson,CSK,DC,RH,Chasing,Sharjah,BAT,14,,21,CAUGHT
M3,Rituraj Gaikwad,CSK,DC,RH,Chasing,Sharjah,BAT,5,,5,RUNOUT
M3,Du Plesis,CSK,DC,RH,Chasing,Sharjah,BAT,43,,51,CAUGHT
M3,Vijay,CSK,DC,RH,Chasing,Sharjah,BAT,10,,13,CAUGHT
M3,Jadeja,CSK,DC,LH,Chasing,Sharjah,ALL,12,0,13,NO
M3,Sam Curran,CSK,DC,LH,Chasing,Sharjah,ALL,1,1,30,NO
M3,Piyush Chawla,CSK,DC,LH,Chasing,Sharjah,BALL,,2,54,
M3,Deepak Chahar,CSK,DC,RH,Chasing,Sharjah,BALL,,0,2,
M3,Josh Hazlewood,CSK,DC,RH,Chasing,Sharjah,BALL,,0,4,
M3,Jadhav,CSK,DC,RH,Chasing,Sharjah,BAT,26,,33,
M2,P.Shaw,DC,CSK,RH,Defending,Dubai,BAT,64,,87,STUMPING
M2,Shikhar Dhawan,DC,CSK,LH,Defending,Dubai,BAT,35,,44,LBW
M2,Hetmeyer,DC,CSK,LH,Defending,Dubai,BAT,,,12,
M2,Shreyas Iyer,DC,CSK,RH,Defending,Dubai,BAT,26,,31,CAUGHT
M2,Rishabh Pant,DC,CSK,LH,Defending,Dubai,WK,37,,68,NO
M2,Marcus Stoinis,DC,CSK,RH,Defending,Dubai,ALL,5,,10,NO
M2,Axar Patel,DC,CSK,LH,Defending,Dubai,ALL,,1,39,
M2,Amit Mishra,DC,CSK,RH,Defending,Dubai,BALL,,0,14,
M2,Rabada,DC,CSK,RH,Defending,Dubai,BALL,,3,87,
M2,Nortje,DC,CSK,RH,Defending,Dubai,BALL,,2,56,
M2,Avesh Khan,DC,CSK,RH,Defending,Dubai,BALL,,0,0,
M2,Warner,SRH,KKR,LH,Defending,Sheikh Zayed,BAT,36,,52,CAUGHT
M2,Bairstow,SRH,KKR,RH,Defending,Sheikh Zayed,WK,5,,5,BOLD
M2,Manish Pandey,SRH,KKR,RH,Defending,Sheikh Zayed,BAT,51,,70,CAUGHT
M2,W Saha,SRH,KKR,RH,Defending,Sheikh Zayed,WK,30,,45,RUNOUT
M2,Priyam Garg,SRH,KKR,RH,Defending,Sheikh Zayed,BAT,,,4,
M2,Abhishek Sharma,SRH,KKR,LH,Defending,Sheikh Zayed,BAT,2,0,6,NO
M2,Rashid Khan,SRH,KKR,RH,Defending,Sheikh Zayed,BALL,,1,29,
M2,Bhuvaneshwar Kumar,SRH,KKR,RH,Defending,Sheikh Zayed,BALL,,0,2,
M2,Khaleel Ahmed,SRH,KKR,LH,Defending,Sheikh Zayed,BALL,,1,27,
M2,Natarajan,SRH,KKR,LH,Defending,Sheikh Zayed,BALL,,1,27,
M2,Sunil Narine,KKR,SRH,LH,Chasing,Sheikh Zayed,ALL,0,0,2,CAUGHT
M2,Shubman Gill,KKR,SRH,RH,Chasing,Sheikh Zayed,BAT,70,,91,NO
M2,Nitish Rana,KKR,SRH,LH,Chasing,Sheikh Zayed,ALL,26,,36,CAUGHT
M2,Eoin Morgan,KKR,SRH,LH,Chasing,Sheikh Zayed,BAT,42,,53,NO
M2,Dinesh Karthik,KKR,SRH,RH,Chasing,Sheikh Zayed,WK,0,,8,LBW
M2,Andre Russell,KKR,SRH,RH,Chasing,Sheikh Zayed,ALL,,1,37,
M2,Kamlesh Nagarkoti,KKR,SRH,RH,Chasing,Sheikh Zayed,BALL,,0,4,
M2,Pat Cummins,KKR,SRH,RH,Chasing,Sheikh Zayed,BALL,,1,39,
M2,Kuldeep Yadav,KKR,SRH,LH,Chasing,Sheikh Zayed,BALL,,0,4,
M2,Varun Chakravarthy,KKR,SRH,RH,Chasing,Sheikh Zayed,BALL,,1,37,
M2,Shivam Mavi,KKR,SRH,RH,Chasing,Sheikh Zayed,BALL,,0,4,
M2,Jos Butler,RR,KXIP,RH,Chasing,Sharjah,WK,4,,8,CAUGHT
M2,Steve Smith,RR,KXIP,RH,Chasing,Sharjah,BAT,50,,73,CAUGHT
M2,Sanju Samson,RR,KXIP,RH,Chasing,Sharjah,WK,85,,123,CAUGHT
M2,Robin Uthappa,RR,KXIP,RH,Chasing,Sharjah,BAT,9,,15,CAUGHT
M2,Rahul Tewatia,RR,KXIP,LH,Chasing,Sharjah,ALL,53,0,79,CAUGHT
M2,Riyag Parag,RR,KXIP,RH,Chasing,Sharjah,ALL,0,,2,BOLD
M2,Tom Curran,RR,KXIP,RH,Chasing,Sharjah,BALL,4,1,30,NO
M2,Jofra Archer,RR,KXIP,RH,Chasing,Sharjah,BALL,13,0,15,NO
M2,Shreyas Gopal,RR,KXIP,RH,Chasing,Sharjah,BALL,,0,8,
M2,Jaydev Unadkat,RR,KXIP,LH,Chasing,Sharjah,BALL,,0,2,
M2,Ankit Rajpoot,RR,KXIP,RH,Chasing,Sharjah,BALL,,1,27,
M3,KL Rahul,KXIP,RR,RH,Defending,Sharjah,WK,69,,98,CAUGHT
M3,Mayank Agarwal,KXIP,RR,RH,Defending,Sharjah,BAT,106,,158,CAUGHT
M3,Nicolas Pooran,KXIP,RR,LH,Defending,Sharjah,WK,25,,44,NO
M3,Glenn Maxwell,KXIP,RR,RH,Defending,Sharjah,ALL,13,0,17,NO
M3,Karun Nair,KXIP,RR,RH,Defending,Sharjah,BAT,,,4,
M3,Sarfaraz Khan,KXIP,RR,RH,Defending,Sharjah,BAT,,,12,
M3,James Neesham,KXIP,RR,LH,Defending,Sharjah,ALL,,1,27,
M3,Murugan Ashwin,KXIP,RR,RH,Defending,Sharjah,BALL,,1,29,
M3,Mohammed Shami,KXIP,RR,RH,Defending,Sharjah,BALL,,3,81,
M3,Sheldon Cottrell,KXIP,RR,LH,Defending,Sharjah,BALL,,1,23,
M3,Ravi Bishnoi,KXIP,RR,RH,Defending,Sharjah,BALL,,0,4,
M3,Devdutt Padikkal,RCB,MI,LH,Defending,Dubai,BAT,54,,83,CAUGHT
M3,Aaron Finch,RCB,MI,RH,Defending,Dubai,BAT,52,,73,CAUGHT
M3,Virat Kohli,RCB,MI,RH,Defending,Dubai,BAT,3,,1,CAUGHT
M3,AB de Villiers,RCB,MI,RH,Defending,Dubai,WK,55,,87,NO
M3,Shivam Dube,RCB,MI,LH,Defending,Dubai,ALL,27,,38,NO
M3,W Sundar,RCB,MI,LH,Defending,Dubai,ALL,,1,35,
M3,Isuru Udana,RCB,MI,LH,Defending,Dubai,BALL,,2,48,
M3,Gurkeerat Singh,RCB,MI,RH,Defending,Dubai,ALL,,,4,
M3,Navdeep Saini,RCB,MI,RH,Defending,Dubai,BALL,,0,0,
M3,Adam Zampa,RCB,MI,RH,Defending,Dubai,BALL,,1,23,
M3,Y Chahal,RCB,MI,RH,Defending,Dubai,BALL,,1,23,
M3,Rohit Sharma,MI,RCB,RH,Chasing,Dubai,BAT,8,,22,CAUGHT
M3,De Kock,MI,RCB,LH,Chasing,Dubai,WK,14,,19,CAUGHT
M3,S.Yadav,MI,RCB,RH,Chasing,Dubai,BAT,0,,2,CAUGHT
M3,Ishan Kishan,MI,RCB,LH,Chasing,Dubai,WK,99,,131,CAUGHT
M3,Hardik Pandya,MI,RCB,RH,Chasing,Dubai,ALL,15,,21,CAUGHT
M3,Kieron Pollard,MI,RCB,RH,Chasing,Dubai,ALL,60,0,101,NO
M3,Krunal Pandya,MI,RCB,LH,Chasing,Dubai,ALL,0,0,4,NO
M3,Pattinson,MI,RCB,RH,Chasing,Dubai,BALL,,0,-2,
M3,Rahul Chahar,MI,RCB,RH,Chasing,Dubai,BALL,,1,29,
M3,Boult,MI,RCB,LH,Chasing,Dubai,BALL,,2,54,
M3,Bumrah,MI,RCB,RH,Chasing,Dubai,BALL,,0,0,
M3,Warner,SRH,DC,LH,Defending,Sheikh Zayed,BAT,45,,56,CAUGHT
M3,Bairstow,SRH,DC,RH,Defending,Sheikh Zayed,WK,53,,85,CAUGHT
M3,Manish Pandey,SRH,DC,RH,Defending,Sheikh Zayed,BAT,3,,15,CAUGHT
M3,Kane Williamson,SRH,DC,RH,Defending,Sheikh Zayed,BAT,41,,50,CAUGHT
M3,Abdul Samad,SRH,DC,RH,Defending,Sheikh Zayed,BAT,12,,27,NO
M3,Abhishek Sharma,SRH,DC,LH,Defending,Sheikh Zayed,ALL,1,0,5,NO
M3,Priyam Garg,SRH,DC,RH,Defending,Sheikh Zayed,BAT,,,12, 
M3,Rashid Khan,SRH,DC,RH,Defending,Sheikh Zayed,BALL,,3,85,
M3,Bhuvaneshwar Kumar,SRH,DC,RH,Defending,Sheikh Zayed,BALL,,2,54,
M3,Natarajan,SRH,DC,LH,Defending,Sheikh Zayed,BALL,,1,29,
M3,Khaleel Ahmed,SRH,DC,LH,Defending,Sheikh Zayed,BALL,,1,25,
M3,P.Shaw,DC,SRH,RH,Chasing,Sheikh Zayed,BAT,2,,6,CAUGHT
M3,Shikhar Dhawan,DC,SRH,LH,Chasing,Sheikh Zayed,BAT,34,,42,CAUGHT
M3,Hetmeyer,DC,SRH,LH,Chasing,Sheikh Zayed,BAT,21,,29,CAUGHT
M3,Shreyas Iyer,DC,SRH,RH,Chasing,Sheikh Zayed,BAT,17,,23,CAUGHT
M3,Rishabh Pant,DC,SRH,LH,Chasing,Sheikh Zayed,WK,28,,45,CAUGHT
M3,Marcus Stoinis,DC,SRH,RH,Chasing,Sheikh Zayed,ALL,11,0,16,LBW
M3,Axar Patel,DC,SRH,LH,Chasing,Sheikh Zayed,ALL,5,0,17,BOLD
M3,Amit Mishra,DC,SRH,RH,Chasing,Sheikh Zayed,BALL,,2,54,
M3,Rabada,DC,SRH,RH,Chasing,Sheikh Zayed,BALL,15,2,82,NO
M3,Nortje,DC,SRH,RH,Chasing,Sheikh Zayed,BALL,3,0,13,NO
M3,Ishant Sharma,DC,SRH,RH,Chasing,Sheikh Zayed,BALL,,0,4,
M3,Jos Butler,RR,KKR,RH,Chasing,Dubai,WK,21,,38,CAUGHT
M3,Steve Smith,RR,KKR,RH,Chasing,Dubai,BAT,3,,7,CAUGHT
M3,Sanju Samson,RR,KKR,RH,Chasing,Dubai,WK,8,,21,CAUGHT
M3,Robin Uthappa,RR,KKR,RH,Chasing,Dubai,BAT,2,,6,CAUGHT
M3,Rahul Tewatia,RR,KKR,LH,Chasing,Dubai,ALL,14,1,45,BOLD
M3,Riyag Parag,RR,KKR,RH,Chasing,Dubai,ALL,1,0,13,CAUGHT
M3,Tom Curran,RR,KKR,RH,Chasing,Dubai,BALL,54,1,97,NO
M3,Jofra Archer,RR,KKR,RH,Chasing,Dubai,BALL,6,2,74,CAUGHT
M3,Shreyas Gopal,RR,KKR,RH,Chasing,Dubai,BALL,5,0,5,CAUGHT
M3,Jaydev Unadkat,RR,KKR,LH,Chasing,Dubai,BALL,9,1,46,CAUGHT
M3,Ankit Rajpoot,RR,KKR,RH,Chasing,Dubai,BALL,7,1,36,NO
M3,Sunil Narine,KKR,RR,LH,Defending,Dubai,ALL,15,1,54,BOLD
M3,Shubman Gill,KKR,RR,RH,Defending,Dubai,BAT,47,,66,CAUGHT
M3,Nitish Rana,KKR,RR,LH,Defending,Dubai,ALL,22,,30,CAUGHT
M3,Eoin Morgan,KKR,RR,LH,Defending,Dubai,BAT,34,,43,NO
M3,Dinesh Karthik,KKR,RR,RH,Defending,Dubai,WK,1,,21,CAUGHT
M3,Andre Russell,KKR,RR,RH,Defending,Dubai,ALL,24,,34,CAUGHT
M3,Kamlesh Nagarkoti,KKR,RR,RH,Defending,Dubai,BALL,8,2,79,NO
M3,Pat Cummins,KKR,RR,RH,Defending,Dubai,BALL,12,1,46,CAUGHT
M3,Kuldeep Yadav,KKR,RR,LH,Defending,Dubai,BALL,,1,29,
M3,Varun Chakravarthy,KKR,RR,RH,Defending,Dubai,BALL,,2,62,
M3,Shivam Mavi,KKR,RR,RH,Defending,Dubai,BALL,,2,64,
M4,Rohit Sharma,MI,KXIP,RH,Defending,Sheikh Zayed,BAT,70,,96,CAUGHT
M4,De Kock,MI,KXIP,LH,Defending,Sheikh Zayed,WK,0,,10,BOLD
M4,S.Yadav,MI,KXIP,RH,Defending,Sheikh Zayed,BAT,10,,32,RUNOUT
M4,Ishan Kishan,MI,KXIP,LH,Defending,Sheikh Zayed,WK,28,,35,CAUGHT
M4,Hardik Pandya,MI,KXIP,RH,Defending,Sheikh Zayed,ALL,30,,41,NO
M4,Kieron Pollard,MI,KXIP,RH,Defending,Sheikh Zayed,ALL,47,,62,NO
M4,Krunal Pandya,MI,KXIP,LH,Defending,Sheikh Zayed,ALL,,1,29,
M4,Pattinson,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,,2,54,
M4,Rahul Chahar,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,,2,54,
M4,Boult,MI,KXIP,LH,Defending,Sheikh Zayed,BALL,,1,33,
M4,Bumrah,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,,2,58,
M4,KL Rahul,KXIP,MI,RH,Chasing,Sheikh Zayed,WK,17,,22,BOLD
M4,Mayank Agarwal,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,25,,32,BOLD
M4,Nicolas Pooran,KXIP,MI,LH,Chasing,Sheikh Zayed,WK,44,,55,CAUGHT
M4,Glenn Maxwell,KXIP,MI,RH,Chasing,Sheikh Zayed,ALL,11,,13,CAUGHT
M4,Karun Nair,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,0,,10,BOLD
M4,Sarfaraz Khan,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,7,,12,LBW
M4,James Neesham,KXIP,MI,LH,Chasing,Sheikh Zayed,ALL,7,0,13,CAUGHT
M4,Gowtham,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,22,1,49,NO
M4,Mohammed Shami,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,2,1,41,NO
M4,Sheldon Cottrell,KXIP,MI,LH,Chasing,Sheikh Zayed,BALL,,1,39,
M4,Ravi Bishnoi,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,1,0,3,CAUGHT
M4,Warner,SRH,CSK,LH,Defending,Dubai,BAT,28,,43,CAUGHT
M4,Bairstow,SRH,CSK,RH,Defending,Dubai,WK,0,,8,BOLD
M4,Manish Pandey,SRH,CSK,RH,Defending,Dubai,BAT,29,,38,CAUGHT
M4,Kane Williamson,SRH,CSK,RH,Defending,Dubai,BAT,9,,12,RUNOUT
M4,Abdul Samad,SRH,CSK,RH,Defending,Dubai,ALL,8,1,41,NO
M4,Abhishek Sharma,SRH,CSK,LH,Defending,Dubai,ALL,31,0,41,CAUGHT
M4,Priyam Garg,SRH,CSK,RH,Defending,Dubai,BAT,51,,77,NO
M4,Rashid Khan,SRH,CSK,RH,Defending,Dubai,BALL,,0,10,
M4,Bhuvaneshwar Kumar,SRH,CSK,RH,Defending,Dubai,BALL,,1,29,
M4,Natarajan,SRH,CSK,LH,Defending,Dubai,BALL,,2,50,
M4,Khaleel Ahmed,SRH,CSK,LH,Defending,Dubai,BALL,,0,4,
M4,Watson,CSK,SRH,RH,Chasing,Dubai,BAT,1,,5,BOLD
M4,Rayudu,CSK,SRH,RH,Chasing,Dubai,BAT,8,,19,BOLD
